"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LCP 2025 Season Kickoff","2025-02-16","DetonatioN FocusMe",16,3,13,33.1,219,290,0.76,0.96,-0.68,"-4.7%",47.1,-28.4,-271,"31%","25%","38%",3.4,"31%","42%","56%","36%","100%","31%","32%","49.3%","48.9%",2.97,1.3,1.5
"LCP 2025 Season Kickoff","2025-02-16","Fukuoka SoftBank HAWKS gaming",15,5,10,31.6,203,256,0.79,0.97,-0.91,"-7.7%",39.3,-5.9,-866,"67%","13%","27%",2.9,"60%","48%","40%","43%",,"40%","54%","49.0%","43.2%",3.13,1.39,1.25
"LCP 2025 Season Kickoff","2025-02-16","GAM Esports",16,8,8,31.7,209,212,0.99,0.83,-0.24,"0.9%",48.4,1.6,-132,"44%","56%","44%",4.2,"44%","40%","81%","59%","0%","50%","62%","50.2%","52.2%",3.48,1.29,1.34
"LCP 2025 Season Kickoff","2025-02-16","MGN Vikings Esports",17,12,5,32.7,283,185,1.53,0.84,1.45,"10.9%",70.3,0.3,1468,"47%","65%","71%",4.5,"65%","59%","59%","68%","100%","53%","72%","51.4%","53.8%",3.76,1.36,1.69
"LCP 2025 Season Kickoff","2025-02-16","TALON",17,13,4,31.5,272,191,1.42,0.86,0.34,"2.0%",48.7,27.8,136,"65%","82%","65%",4.1,"47%","56%","35%","48%","100%","35%","53%","50.4%","49.9%",3.43,1.3,1.48
"LCP 2025 Season Kickoff","2025-02-16","Team Secret Whales",15,10,5,34.4,242,199,1.22,0.86,0.5,"-0.6%",54.9,11.7,102,"67%","60%","53%",4.1,"60%","53%","60%","60%","0%","20%","33%","50.4%","51.8%",3.43,1.45,1.55
"LCP 2025 Season Kickoff Qualifying Series","2025-02-18","Fukuoka SoftBank HAWKS gaming",2,0,2,33.4,36,55,0.65,1.36,-1.69,"-10.3%",34,-34,-1439,"0%","0%","0%",1,"100%","42%","50%","14%","0%","50%","100%","48.2%","41.5%",2.96,1.25,1.25
"LCP 2025 Season Kickoff Qualifying Series","2025-02-18","GAM Esports",2,2,0,40,45,17,2.65,0.78,0.29,"7.3%",40.9,59.1,-619,"100%","100%","0%",2,"0%","58%","50%","58%","100%","50%","67%","50.4%","50.3%",4.16,1.64,1.54
"LCP 2025 Season Kickoff Qualifying Series","2025-02-18","MGN Vikings Esports",2,2,0,33.4,55,36,1.53,1.36,1.69,"10.3%",66,34,1439,"100%","100%","100%",6,"0%","58%","50%","86%","100%","0%","0%","51.8%","58.5%",3.47,1.02,1.42
"LCP 2025 Season Kickoff Qualifying Series","2025-02-18","Team Secret Whales",2,0,2,40,17,45,0.38,0.78,-0.29,"-7.3%",59.1,-59.1,619,"0%","0%","100%",4.5,"100%","42%","50%","42%","0%","50%","33%","49.6%","49.7%",3.57,1.58,1.79
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","CTBC Flying Oyster",2,2,0,28.1,36,6,6,0.75,1.08,"19.0%",45.9,54.1,-409,"50%","50%","50%",5.5,"0%","50%","50%","75%",,"100%","100%","50.9%","51.0%",3.94,1.57,1.39
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","Fukuoka SoftBank HAWKS gaming",2,0,2,33.4,36,55,0.65,1.36,-1.69,"-10.3%",34,-34,-1439,"0%","0%","0%",1,"100%","42%","50%","14%","0%","50%","100%","48.2%","41.5%",2.96,1.25,1.25
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","GAM Esports",4,2,2,34,51,53,0.96,0.76,-0.28,"-5.9%",47.5,2.5,-105,"75%","75%","25%",3.5,"50%","54%","50%","45%","100%","25%","40%","49.7%","49.6%",3.74,1.45,1.42
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","MGN Vikings Esports",5,4,1,33.4,96,77,1.25,1.04,1.25,"3.7%",61.3,18.7,885,"80%","80%","80%",5.8,"20%","60%","80%","60%","100%","40%","60%","50.8%","52.9%",3.7,1.26,1.45
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","TALON",3,1,2,33.4,41,41,1,0.82,-0.95,"0.7%",41.8,-8.4,-515,"33%","33%","33%",3.7,"67%","39%","0%","54%",,"33%","25%","49.9%","50.9%",3.48,1.3,2.04
"LCP 2025 Season Kickoff Qualifying Series","2025-02-19","Team Secret Whales",2,0,2,40,17,45,0.38,0.78,-0.29,"-7.3%",59.1,-59.1,619,"0%","0%","100%",4.5,"100%","42%","50%","42%","0%","50%","33%","49.6%","49.7%",3.57,1.58,1.79
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","CTBC Flying Oyster",6,5,1,31,101,54,1.87,0.83,0.54,"7.2%",53.8,29.5,196,"83%","33%","67%",5.3,"17%","58%","50%","64%",,"50%","50%","50.0%","50.6%",3.99,1.56,1.47
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","Fukuoka SoftBank HAWKS gaming",2,0,2,33.4,36,55,0.65,1.36,-1.69,"-10.3%",34,-34,-1439,"0%","0%","0%",1,"100%","42%","50%","14%","0%","50%","100%","48.2%","41.5%",2.96,1.25,1.25
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","GAM Esports",7,3,4,33.1,85,91,0.93,0.76,-0.18,"-1.5%",50.8,-8,33,"57%","57%","29%",2.7,"57%","60%","43%","39%","100%","14%","29%","49.8%","50.4%",3.66,1.39,1.38
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","MGN Vikings Esports",9,5,4,33,144,142,1.01,0.96,0.57,"1.5%",52.8,2.7,270,"44%","78%","56%",5.7,"44%","50%","67%","51%","100%","44%","67%","50.6%","51.4%",3.67,1.21,1.59
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","TALON",6,3,3,32.6,78,75,1.04,0.78,-0.47,"-1.8%",43.2,6.8,-366,"50%","50%","50%",3.3,"50%","36%","33%","63%",,"50%","50%","50.0%","49.7%",3.42,1.27,1.84
"LCP 2025 Season Kickoff Qualifying Series","2025-02-21","Team Secret Whales",2,0,2,40,17,45,0.38,0.78,-0.29,"-7.3%",59.1,-59.1,619,"0%","0%","100%",4.5,"100%","42%","50%","42%","0%","50%","33%","49.6%","49.7%",3.57,1.58,1.79
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","CTBC Flying Oyster",6,5,1,31,101,54,1.87,0.83,0.54,"7.2%",53.8,29.5,196,"83%","33%","67%",5.3,"17%","58%","50%","64%",,"50%","50%","50.0%","50.6%",3.99,1.56,1.47
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","Fukuoka SoftBank HAWKS gaming",2,0,2,33.4,36,55,0.65,1.36,-1.69,"-10.3%",34,-34,-1439,"0%","0%","0%",1,"100%","42%","50%","14%","0%","50%","100%","48.2%","41.5%",2.96,1.25,1.25
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","GAM Esports",7,3,4,33.1,85,91,0.93,0.76,-0.18,"-1.5%",50.8,-8,33,"57%","57%","29%",2.7,"57%","60%","43%","39%","100%","14%","29%","49.8%","50.4%",3.66,1.39,1.38
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","MGN Vikings Esports",14,7,7,32.3,188,229,0.82,0.92,-0.2,"-1.7%",46.7,3.3,-491,"29%","57%","36%",4.3,"36%","44%","79%","56%","100%","29%","43%","50.4%","51.4%",3.59,1.17,1.63
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","TALON",11,6,5,31.9,165,119,1.39,0.81,0.49,"2.4%",52.9,1.7,646,"73%","64%","73%",4.2,"64%","50%","18%","50%",,"73%","73%","50.0%","49.2%",3.49,1.33,1.73
"LCP 2025 Season Kickoff Qualifying Series","2025-02-22","Team Secret Whales",2,0,2,40,17,45,0.38,0.78,-0.29,"-7.3%",59.1,-59.1,619,"0%","0%","100%",4.5,"100%","42%","50%","42%","0%","50%","33%","49.6%","49.7%",3.57,1.58,1.79
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","CTBC Flying Oyster",10,8,2,30.8,173,96,1.8,0.87,0.72,"7.2%",58.6,21.4,750,"60%","40%","70%",5.6,"20%","53%","50%","65%",,"30%","40%","50.4%","51.8%",3.89,1.55,1.42
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","Fukuoka SoftBank HAWKS gaming",2,0,2,33.4,36,55,0.65,1.36,-1.69,"-10.3%",34,-34,-1439,"0%","0%","0%",1,"100%","42%","50%","14%","0%","50%","100%","48.2%","41.5%",2.96,1.25,1.25
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","GAM Esports",7,3,4,33.1,85,91,0.93,0.76,-0.18,"-1.5%",50.8,-8,33,"57%","57%","29%",2.7,"57%","60%","43%","39%","100%","14%","29%","49.8%","50.4%",3.66,1.39,1.38
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","MGN Vikings Esports",14,7,7,32.3,188,229,0.82,0.92,-0.2,"-1.7%",46.7,3.3,-491,"29%","57%","36%",4.3,"36%","44%","79%","56%","100%","29%","43%","50.4%","51.4%",3.59,1.17,1.63
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","TALON",15,7,8,31.5,207,191,1.08,0.84,0.1,"-0.1%",47.9,-1.3,52,"73%","60%","60%",4.4,"67%","51%","27%","46%",,"73%","73%","49.7%","48.4%",3.42,1.27,1.7
"LCP 2025 Season Kickoff Qualifying Series","2025-02-23","Team Secret Whales",2,0,2,40,17,45,0.38,0.78,-0.29,"-7.3%",59.1,-59.1,619,"0%","0%","100%",4.5,"100%","42%","50%","42%","0%","50%","33%","49.6%","49.7%",3.57,1.58,1.79
"LCP 2025 Mid Season","2025-04-19","CTBC Flying Oyster",3,2,1,30.8,48,31,1.55,0.86,1.19,"6.6%",66.9,-0.2,1058,"33%","100%","33%",6,"67%","50%","33%","58%","100%","67%","67%","51.3%","48.9%",3.63,1.38,1.71
"LCP 2025 Mid Season","2025-04-19","Fukuoka SoftBank HAWKS gaming",2,0,2,28.4,15,53,0.28,1.2,-2.74,"-24.2%",22.4,-22.4,-2834,"50%","0%","0%",1,"50%","58%","0%","0%",,"0%","0%","49.2%","37.5%",3.01,1.21,1.14
"LCP 2025 Mid Season","2025-04-19","MGN Vikings Esports",2,2,0,28.4,53,15,3.53,1.2,2.74,"24.2%",77.6,22.4,2834,"50%","100%","100%",5.5,"50%","42%","100%","100%",,"100%","100%","50.8%","62.5%",3.47,1.07,1.32
"LCP 2025 Mid Season","2025-04-19","TALON",3,1,2,30.8,31,48,0.65,0.86,-1.19,"-6.6%",33.1,0.2,-1058,"67%","0%","67%",4,"33%","50%","67%","42%","0%","33%","33%","48.7%","51.1%",3.43,1.15,1.42
"LCP 2025 Mid Season","2025-04-20","Chiefs Esports Club",3,1,2,30.2,37,46,0.8,0.92,-0.6,"-2.8%",30.3,3,-842,"100%","33%","33%",2.3,"0%","39%","0%","20%",,"33%","33%","49.3%","49.6%",3.48,1.2,1.14
"LCP 2025 Mid Season","2025-04-20","CTBC Flying Oyster",3,2,1,30.8,48,31,1.55,0.86,1.19,"6.6%",66.9,-0.2,1058,"33%","100%","33%",6,"67%","50%","33%","58%","100%","67%","67%","51.3%","48.9%",3.63,1.38,1.71
"LCP 2025 Mid Season","2025-04-20","DetonatioN FocusMe",3,2,1,30.2,46,37,1.24,0.92,0.6,"2.8%",69.7,-3,842,"0%","67%","67%",3.7,"100%","61%","100%","80%",,"67%","67%","50.7%","50.4%",2.85,1.35,1.17
"LCP 2025 Mid Season","2025-04-20","Fukuoka SoftBank HAWKS gaming",2,0,2,28.4,15,53,0.28,1.2,-2.74,"-24.2%",22.4,-22.4,-2834,"50%","0%","0%",1,"50%","58%","0%","0%",,"0%","0%","49.2%","37.5%",3.01,1.21,1.14
"LCP 2025 Mid Season","2025-04-20","GAM Esports",3,2,1,31.2,30,33,0.91,0.67,-0.03,"0.6%",30.7,36,-1118,"67%","100%","67%",3.7,"33%","56%","0%","36%",,"67%","100%","49.8%","49.0%",3.46,1.33,1.29
"LCP 2025 Mid Season","2025-04-20","MGN Vikings Esports",2,2,0,28.4,53,15,3.53,1.2,2.74,"24.2%",77.6,22.4,2834,"50%","100%","100%",5.5,"50%","42%","100%","100%",,"100%","100%","50.8%","62.5%",3.47,1.07,1.32
"LCP 2025 Mid Season","2025-04-20","TALON",3,1,2,30.8,31,48,0.65,0.86,-1.19,"-6.6%",33.1,0.2,-1058,"67%","0%","67%",4,"33%","50%","67%","42%","0%","33%","33%","48.7%","51.1%",3.43,1.15,1.42
"LCP 2025 Mid Season","2025-04-20","Team Secret Whales",3,1,2,31.2,33,30,1.1,0.67,0.03,"-0.6%",69.3,-36,1118,"33%","0%","33%",3,"67%","44%","100%","64%",,"0%","0%","50.2%","51.0%",3.35,1.14,1.38
"LCP 2025 Mid Season","2025-04-26","Chiefs Esports Club",5,1,4,29.5,45,69,0.65,0.77,-0.86,"-5.1%",31.8,-11.8,-910,"60%","20%","20%",1.6,"20%","50%","0%","19%",,"20%","25%","48.9%","48.2%",3.39,1.16,1.3
"LCP 2025 Mid Season","2025-04-26","CTBC Flying Oyster",3,2,1,30.8,48,31,1.55,0.86,1.19,"6.6%",66.9,-0.2,1058,"33%","100%","33%",6,"67%","50%","33%","58%","100%","67%","67%","51.3%","48.9%",3.63,1.38,1.71
"LCP 2025 Mid Season","2025-04-26","DetonatioN FocusMe",3,2,1,30.2,46,37,1.24,0.92,0.6,"2.8%",69.7,-3,842,"0%","67%","67%",3.7,"100%","61%","100%","80%",,"67%","67%","50.7%","50.4%",2.85,1.35,1.17
"LCP 2025 Mid Season","2025-04-26","Fukuoka SoftBank HAWKS gaming",4,0,4,30.6,29,99,0.29,1.05,-2.49,"-18.2%",21.1,-21.1,-2636,"25%","25%","0%",1.5,"75%","40%","25%","13%",,"0%","0%","49.3%","40.3%",3.16,1.2,1.27
"LCP 2025 Mid Season","2025-04-26","GAM Esports",5,4,1,31.8,76,47,1.62,0.77,0.92,"5.2%",50.4,29.6,305,"80%","80%","80%",3.2,"20%","65%","20%","50%",,"80%","100%","50.1%","52.1%",3.5,1.33,1.39
"LCP 2025 Mid Season","2025-04-26","MGN Vikings Esports",2,2,0,28.4,53,15,3.53,1.2,2.74,"24.2%",77.6,22.4,2834,"50%","100%","100%",5.5,"50%","42%","100%","100%",,"100%","100%","50.8%","62.5%",3.47,1.07,1.32
"LCP 2025 Mid Season","2025-04-26","TALON",5,3,2,29.9,54,56,0.96,0.74,-0.25,"-0.5%",46.3,13.7,-231,"80%","40%","80%",4,"40%","43%","80%","56%","0%","40%","50%","49.9%","52.2%",3.35,1.19,1.41
"LCP 2025 Mid Season","2025-04-26","Team Secret Whales",3,1,2,31.2,33,30,1.1,0.67,0.03,"-0.6%",69.3,-36,1118,"33%","0%","33%",3,"67%","44%","100%","64%",,"0%","0%","50.2%","51.0%",3.35,1.14,1.38
"LCP 2025 Mid Season","2025-04-27","Chiefs Esports Club",5,1,4,29.5,45,69,0.65,0.77,-0.86,"-5.1%",31.8,-11.8,-910,"60%","20%","20%",1.6,"20%","50%","0%","19%",,"20%","25%","48.9%","48.2%",3.39,1.16,1.3
"LCP 2025 Mid Season","2025-04-27","CTBC Flying Oyster",5,4,1,29.6,87,37,2.35,0.84,1.73,"9.9%",76.6,3.4,1877,"40%","100%","60%",5,"80%","53%","60%","74%","100%","60%","75%","51.4%","52.1%",3.61,1.28,1.62
"LCP 2025 Mid Season","2025-04-27","DetonatioN FocusMe",5,2,3,29.5,67,81,0.83,1,-0.52,"-3.9%",53.2,-13.2,-382,"0%","40%","40%",2.4,"60%","40%","60%","53%",,"40%","40%","50.3%","47.4%",2.79,1.33,1.19
"LCP 2025 Mid Season","2025-04-27","Fukuoka SoftBank HAWKS gaming",4,0,4,30.6,29,99,0.29,1.05,-2.49,"-18.2%",21.1,-21.1,-2636,"25%","25%","0%",1.5,"75%","40%","25%","13%",,"0%","0%","49.3%","40.3%",3.16,1.2,1.27
"LCP 2025 Mid Season","2025-04-27","GAM Esports",5,4,1,31.8,76,47,1.62,0.77,0.92,"5.2%",50.4,29.6,305,"80%","80%","80%",3.2,"20%","65%","20%","50%",,"80%","100%","50.1%","52.1%",3.5,1.33,1.39
"LCP 2025 Mid Season","2025-04-27","MGN Vikings Esports",4,2,2,28.2,59,54,1.09,1,0.1,"4.7%",43.2,6.8,-135,"50%","50%","50%",3.5,"25%","42%","50%","50%",,"50%","67%","49.7%","52.8%",3.33,1.04,1.45
"LCP 2025 Mid Season","2025-04-27","TALON",5,3,2,29.9,54,56,0.96,0.74,-0.25,"-0.5%",46.3,13.7,-231,"80%","40%","80%",4,"40%","43%","80%","56%","0%","40%","50%","49.9%","52.2%",3.35,1.19,1.41
"LCP 2025 Mid Season","2025-04-27","Team Secret Whales",5,3,2,30.1,77,51,1.51,0.85,0.9,"5.2%",70.2,-10.2,1559,"60%","40%","60%",4,"80%","63%","100%","71%",,"40%","50%","50.3%","53.4%",3.41,1.25,1.34
"LCP 2025 Mid Season","2025-05-03","Chiefs Esports Club",5,1,4,29.5,45,69,0.65,0.77,-0.86,"-5.1%",31.8,-11.8,-910,"60%","20%","20%",1.6,"20%","50%","0%","19%",,"20%","25%","48.9%","48.2%",3.39,1.16,1.3
"LCP 2025 Mid Season","2025-05-03","CTBC Flying Oyster",7,6,1,30.6,115,53,2.17,0.78,1.46,"10.0%",70,15.7,1469,"43%","100%","71%",4.6,"71%","47%","57%","74%","100%","71%","83%","51.3%","52.4%",3.59,1.3,1.65
"LCP 2025 Mid Season","2025-05-03","DetonatioN FocusMe",8,3,5,30.6,96,120,0.8,0.88,-0.47,"-3.6%",50.5,-13,-311,"25%","50%","38%",2.8,"38%","46%","50%","55%",,"38%","33%","50.5%","48.7%",2.81,1.34,1.26
"LCP 2025 Mid Season","2025-05-03","Fukuoka SoftBank HAWKS gaming",7,2,5,31.4,68,129,0.53,0.89,-1.22,"-9.0%",35.3,-6.7,-1424,"29%","29%","29%",2.3,"86%","38%","43%","28%",,"29%","38%","49.3%","44.1%",3.13,1.18,1.23
"LCP 2025 Mid Season","2025-05-03","GAM Esports",7,4,3,32.2,92,75,1.23,0.74,0.39,"0.8%",49.3,7.8,89,"71%","57%","57%",2.7,"29%","69%","29%","43%",,"57%","67%","49.8%","50.6%",3.5,1.36,1.43
"LCP 2025 Mid Season","2025-05-03","MGN Vikings Esports",4,2,2,28.2,59,54,1.09,1,0.1,"4.7%",43.2,6.8,-135,"50%","50%","50%",3.5,"25%","42%","50%","50%",,"50%","67%","49.7%","52.8%",3.33,1.04,1.45
"LCP 2025 Mid Season","2025-05-03","TALON",5,3,2,29.9,54,56,0.96,0.74,-0.25,"-0.5%",46.3,13.7,-231,"80%","40%","80%",4,"40%","43%","80%","56%","0%","40%","50%","49.9%","52.2%",3.35,1.19,1.41
"LCP 2025 Mid Season","2025-05-03","Team Secret Whales",5,3,2,30.1,77,51,1.51,0.85,0.9,"5.2%",70.2,-10.2,1559,"60%","40%","60%",4,"80%","63%","100%","71%",,"40%","50%","50.3%","53.4%",3.41,1.25,1.34
