"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LEC 2025 Summer","2025-08-16","Team Vitality",2,0,2,29.2,11,32,0.34,0.74,-1.07,"-19.6%",28.7,-28.7,-605,"0%","0%","0%",4.5,"0%","33%","0%","13%",,"0%","0%","48.7%","45.7%",3.34,1.33,1.58
"LEC 2025 Summer","2025-08-17","Fnatic",9,6,3,30.6,109,94,1.16,0.74,0.77,"3.8%",62.5,4.2,845,"89%","56%","56%",3.6,"89%","30%","44%","58%","100%","44%","56%","50.2%","51.8%",3.41,1.24,1.47
"LEC 2025 Summer","2025-08-17","G2 Esports",4,4,0,30.5,72,16,4.5,0.72,1.93,"13.2%",68.9,31.1,1599,"50%","100%","100%",4,"50%","83%","25%","63%",,"100%","100%","50.1%","56.8%",3.3,1.23,1.77
"LEC 2025 Summer","2025-08-17","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-17","Karmine Corp",8,6,2,32.1,127,73,1.74,0.78,0.82,"4.2%",50.2,24.8,121,"50%","50%","63%",4,"50%","63%","38%","62%",,"63%","67%","49.9%","49.7%",3.41,1.21,1.54
"LEC 2025 Summer","2025-08-17","Movistar KOI",8,5,3,35.5,104,115,0.9,0.77,-0.13,"-0.5%",52.1,10.4,117,"25%","88%","63%",3,"75%","46%","63%","49%","50%","38%","38%","51.6%","53.0%",3.49,1.09,1.51
"LEC 2025 Summer","2025-08-17","Natus Vincere",6,0,6,32.5,45,114,0.39,0.82,-1.34,"-11.1%",25.2,-25.2,-1954,"33%","17%","33%",2.8,"17%","44%","33%","27%","0%","33%","38%","48.4%","47.1%",3.15,1.01,1.25
"LEC 2025 Summer","2025-08-17","SK Gaming",7,2,5,33.7,66,93,0.71,0.67,-0.9,"-4.6%",36.5,-7.9,-859,"43%","29%","57%",2.4,"43%","48%","71%","39%",,"29%","25%","49.2%","47.9%",3.56,1.43,1.58
"LEC 2025 Summer","2025-08-17","Team BDS",4,2,2,32.9,53,53,1,0.81,-0.34,"-3.7%",38.8,11.2,-295,"25%","25%","25%",3.8,"25%","58%","25%","29%","0%","50%","60%","49.6%","43.2%",3.6,1.19,1.59
"LEC 2025 Summer","2025-08-17","Team Heretics",8,2,6,32.4,66,110,0.6,0.68,-0.74,"-5.0%",43.9,-18.9,-851,"25%","50%","25%",3,"25%","54%","63%","56%",,"38%","38%","50.6%","49.8%",3.59,1.27,1.73
"LEC 2025 Summer","2025-08-17","Team Vitality",4,2,2,29,50,39,1.28,0.77,0.43,"-1.6%",55.3,-5.3,912,"50%","50%","25%",3.5,"50%","17%","25%","50%",,"50%","50%","49.7%","50.7%",3.45,1.34,1.54
"LEC 2025 Summer","2025-08-18","Fnatic",9,6,3,30.6,109,94,1.16,0.74,0.77,"3.8%",62.5,4.2,845,"89%","56%","56%",3.6,"89%","30%","44%","58%","100%","44%","56%","50.2%","51.8%",3.41,1.24,1.47
"LEC 2025 Summer","2025-08-18","G2 Esports",6,6,0,30.9,105,29,3.62,0.72,1.6,"12.5%",65.2,34.8,1312,"50%","83%","83%",4.3,"50%","67%","17%","58%",,"83%","100%","50.4%","57.3%",3.34,1.25,1.79
"LEC 2025 Summer","2025-08-18","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-18","Karmine Corp",11,7,4,32.3,163,112,1.46,0.77,0.8,"4.4%",56,7.6,718,"55%","45%","64%",4.6,"55%","64%","36%","58%",,"45%","50%","50.2%","50.5%",3.4,1.21,1.57
"LEC 2025 Summer","2025-08-18","Movistar KOI",8,5,3,35.5,104,115,0.9,0.77,-0.13,"-0.5%",52.1,10.4,117,"25%","88%","63%",3,"75%","46%","63%","49%","50%","38%","38%","51.6%","53.0%",3.49,1.09,1.51
"LEC 2025 Summer","2025-08-18","Natus Vincere",6,0,6,32.5,45,114,0.39,0.82,-1.34,"-11.1%",25.2,-25.2,-1954,"33%","17%","33%",2.8,"17%","44%","33%","27%","0%","33%","38%","48.4%","47.1%",3.15,1.01,1.25
"LEC 2025 Summer","2025-08-18","SK Gaming",7,2,5,33.7,66,93,0.71,0.67,-0.9,"-4.6%",36.5,-7.9,-859,"43%","29%","57%",2.4,"43%","48%","71%","39%",,"29%","25%","49.2%","47.9%",3.56,1.43,1.58
"LEC 2025 Summer","2025-08-18","Team BDS",6,2,4,32.5,65,86,0.76,0.77,-0.55,"-6.1%",40,-6.6,-442,"33%","33%","33%",3.8,"33%","61%","50%","36%","0%","33%","50%","49.4%","42.7%",3.47,1.18,1.48
"LEC 2025 Summer","2025-08-18","Team Heretics",8,2,6,32.4,66,110,0.6,0.68,-0.74,"-5.0%",43.9,-18.9,-851,"25%","50%","25%",3,"25%","54%","63%","56%",,"38%","38%","50.6%","49.8%",3.59,1.27,1.73
"LEC 2025 Summer","2025-08-18","Team Vitality",7,4,3,30.6,89,75,1.19,0.77,-0.1,"-3.0%",43.8,13.3,-468,"43%","57%","29%",2.4,"43%","24%","43%","52%",,"57%","71%","49.4%","49.4%",3.66,1.37,1.6
"LEC 2025 Summer","2025-08-25","Fnatic",9,6,3,30.6,109,94,1.16,0.74,0.77,"3.8%",62.5,4.2,845,"89%","56%","56%",3.6,"89%","30%","44%","58%","100%","44%","56%","50.2%","51.8%",3.41,1.24,1.47
"LEC 2025 Summer","2025-08-25","G2 Esports",8,8,0,30.4,129,38,3.39,0.68,1.7,"12.2%",67.8,32.2,1449,"50%","88%","88%",4.5,"63%","63%","25%","67%",,"75%","100%","50.6%","57.0%",3.37,1.27,1.74
"LEC 2025 Summer","2025-08-25","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-25","Karmine Corp",11,7,4,32.3,163,112,1.46,0.77,0.8,"4.4%",56,7.6,718,"55%","45%","64%",4.6,"55%","64%","36%","58%",,"45%","50%","50.2%","50.5%",3.4,1.21,1.57
"LEC 2025 Summer","2025-08-25","Movistar KOI",8,5,3,35.5,104,115,0.9,0.77,-0.13,"-0.5%",52.1,10.4,117,"25%","88%","63%",3,"75%","46%","63%","49%","50%","38%","38%","51.6%","53.0%",3.49,1.09,1.51
"LEC 2025 Summer","2025-08-25","Natus Vincere",6,0,6,32.5,45,114,0.39,0.82,-1.34,"-11.1%",25.2,-25.2,-1954,"33%","17%","33%",2.8,"17%","44%","33%","27%","0%","33%","38%","48.4%","47.1%",3.15,1.01,1.25
"LEC 2025 Summer","2025-08-25","SK Gaming",9,2,7,32.5,75,117,0.64,0.66,-1.12,"-6.2%",33.7,-11.4,-1082,"44%","22%","44%",2.3,"33%","48%","67%","33%",,"22%","22%","49.2%","47.1%",3.44,1.37,1.52
"LEC 2025 Summer","2025-08-25","Team BDS",9,3,6,33.4,97,133,0.73,0.77,-0.64,"-5.2%",35.9,-2.6,-776,"22%","22%","33%",3.6,"44%","41%","44%","33%","0%","44%","50%","49.4%","43.5%",3.51,1.21,1.49
"LEC 2025 Summer","2025-08-25","Team Heretics",11,4,7,33.1,113,142,0.8,0.7,-0.28,"-2.7%",51.7,-15.3,-225,"45%","64%","36%",3.1,"27%","67%","64%","60%",,"36%","42%","50.6%","51.2%",3.59,1.31,1.79
"LEC 2025 Summer","2025-08-25","Team Vitality",7,4,3,30.6,89,75,1.19,0.77,-0.1,"-3.0%",43.8,13.3,-468,"43%","57%","29%",2.4,"43%","24%","43%","52%",,"57%","71%","49.4%","49.4%",3.66,1.37,1.6
"LEC 2025 Summer","2025-08-26","Fnatic",9,6,3,30.6,109,94,1.16,0.74,0.77,"3.8%",62.5,4.2,845,"89%","56%","56%",3.6,"89%","30%","44%","58%","100%","44%","56%","50.2%","51.8%",3.41,1.24,1.47
"LEC 2025 Summer","2025-08-26","G2 Esports",8,8,0,30.4,129,38,3.39,0.68,1.7,"12.2%",67.8,32.2,1449,"50%","88%","88%",4.5,"63%","63%","25%","67%",,"75%","100%","50.6%","57.0%",3.37,1.27,1.74
"LEC 2025 Summer","2025-08-26","GiantX",10,6,4,32,146,108,1.35,0.79,0.28,"6.9%",60.5,-0.5,781,"80%","30%","40%",3.7,"60%","63%","60%","55%","100%","60%","67%","50.1%","49.3%",3.51,1.35,1.63
"LEC 2025 Summer","2025-08-26","Karmine Corp",11,7,4,32.3,163,112,1.46,0.77,0.8,"4.4%",56,7.6,718,"55%","45%","64%",4.6,"55%","64%","36%","58%",,"45%","50%","50.2%","50.5%",3.4,1.21,1.57
"LEC 2025 Summer","2025-08-26","Movistar KOI",10,7,3,35.7,142,129,1.1,0.76,0.14,"2.3%",53.4,16.6,212,"30%","80%","60%",3.2,"70%","50%","60%","53%","75%","50%","50%","51.6%","54.4%",3.53,1.1,1.62
"LEC 2025 Summer","2025-08-26","Natus Vincere",8,0,8,32.9,60,152,0.39,0.81,-1.19,"-11.6%",31.9,-31.9,-1670,"38%","38%","50%",3.1,"13%","42%","50%","33%","0%","25%","30%","48.6%","47.9%",3.14,1,1.25
"LEC 2025 Summer","2025-08-26","SK Gaming",9,2,7,32.5,75,117,0.64,0.66,-1.12,"-6.2%",33.7,-11.4,-1082,"44%","22%","44%",2.3,"33%","48%","67%","33%",,"22%","22%","49.2%","47.1%",3.44,1.37,1.52
"LEC 2025 Summer","2025-08-26","Team BDS",9,3,6,33.4,97,133,0.73,0.77,-0.64,"-5.2%",35.9,-2.6,-776,"22%","22%","33%",3.6,"44%","41%","44%","33%","0%","44%","50%","49.4%","43.5%",3.51,1.21,1.49
"LEC 2025 Summer","2025-08-26","Team Heretics",11,4,7,33.1,113,142,0.8,0.7,-0.28,"-2.7%",51.7,-15.3,-225,"45%","64%","36%",3.1,"27%","67%","64%","60%",,"36%","42%","50.6%","51.2%",3.59,1.31,1.79
"LEC 2025 Summer","2025-08-26","Team Vitality",9,4,5,32,103,113,0.91,0.75,-0.38,"-5.4%",43.2,1.2,-495,"44%","56%","33%",2.6,"44%","26%","44%","46%","0%","44%","50%","49.2%","47.3%",3.74,1.42,1.62
