teamA,teamB,scoreA,scoreB,date
OMG,Ninjas in Pyjamas,0,2,2024-02-04
Bilibili Gaming,Edward Gaming,2,0,2024-02-03
Invictus Gaming,TT,2,1,2024-02-03
Top Esports,Rare Atom,2,0,2024-02-03
Anyone s Legend,LGD Gaming,2,1,2024-02-02
Ultra Prime,Funplus Phoenix,2,1,2024-02-02
Ninjas in Pyjamas,Team WE,2,1,2024-02-02
LNG Esports,Weibo Gaming,2,1,2024-02-01
TT,OMG,0,2,2024-02-01
Ninjas in Pyjamas,JD Gaming,0,2,2024-01-31
Rare Atom,Invictus Gaming,0,2,2024-01-31
LGD Gaming,Edward Gaming,2,0,2024-01-30
Royal Never Give Up,Ultra Prime,2,0,2024-01-30
Bilibili Gaming,Anyone s Legend,2,0,2024-01-29
Funplus Phoenix,Team WE,1,2,2024-01-29
OMG,LNG Esports,0,2,2024-01-28
Rare Atom,JD Gaming,0,2,2024-01-28
TT,Weibo Gaming,0,2,2024-01-28
Top Esports,Edward Gaming,2,0,2024-01-27
Ultra Prime,LGD Gaming,1,2,2024-01-27
Invictus Gaming,Ninjas in Pyjamas,0,2,2024-01-27
Bilibili Gaming,Royal Never Give Up,2,0,2024-01-26
OMG,Funplus Phoenix,0,2,2024-01-26
Anyone s Legend,Team WE,0,2,2024-01-26
LNG Esports,TT,1,2,2024-01-25
Weibo Gaming,Rare Atom,2,0,2024-01-25
Ultra Prime,Invictus Gaming,0,2,2024-01-24
Ninjas in Pyjamas,LGD Gaming,2,0,2024-01-24
Anyone s Legend,Funplus Phoenix,2,0,2024-01-23
OMG,Team WE,2,0,2024-01-23
Royal Never Give Up,Edward Gaming,2,1,2024-01-22
Bilibili Gaming,Top Esports,2,1,2024-01-22
